,sentence_1_id,sentence_2_id,sentence_1,sentence_2,label
1708,a1708,b1708,"The Admiralty concurred and stipulated that the Grand Fleet would not sortie unless the German fleet was attempting an invasion of Britain or that it could be forced into an engagement at a disadvantage.In April 1918, the High Seas Fleet sortied against British convoys to Norway.","Wireless silence was enforced, which prevented Room 40 cryptanalysts from warning the new commander of the Grand Fleet, Admiral Beatty.",1
1709,a1709,b1709,The British only learned of the operation after an accident aboard the battlecruiser SMS Moltke forced her to break radio silence and inform the German commander of her condition.,Beatty ordered the Grand Fleet to sea to intercept the Germans but he was not able to reach the High Seas Fleet before it turned back for Germany.Captain Herbert Richmond assumed command on 1 January 1919.,1
1710,a1710,b1710,"Margaret Alice Murray (13 July 1863 – 13 November 1963) was an Anglo-Indian Egyptologist, archaeologist, anthropologist, historian, and folklorist.","The first woman to be appointed as a lecturer in archaeology in the United Kingdom, she worked at University College London (UCL) from 1898 to 1935.",1
1711,a1711,b1711,"She served as President of the Folklore Society from 1953 to 1955, and published widely over the course of her career.Born to a wealthy middle-class English family in Calcutta, British India, Murray divided her youth between India, Britain, and Germany, training as both a nurse and a social worker.","Moving to London, in 1894 she began studying Egyptology at UCL, developing a friendship with department head Flinders Petrie, who encouraged her early academic publications and appointed her Junior Professor in 1898.",1
1712,a1712,b1712,"In 1902–03 she took part in Petrie's excavations at Abydos, Egypt, there discovering the Osireion temple and the following season investigated the Saqqara cemetery, both of which established her reputation in Egyptology.","Supplementing her UCL wage by giving public classes and lectures at the British Museum and Manchester Museum, it was at the latter in 1908 that she led the unwrapping of Khnum-nakht, one of the mummies recovered from the Tomb of the Two Brothers – the first time that a woman had publicly unwrapped a mummy.",1
1713,a1713,b1713,"Recognising that British Egyptomania reflected the existence of a widespread public interest in Ancient Egypt, Murray wrote several books on Egyptology targeted at a general audience.Murray also became closely involved in the first-wave feminist movement, joining the Women's Social and Political Union and devoting much time to improving women's status at UCL.","Unable to return to Egypt due to the First World War, she focused her research on the witch-cult hypothesis, the theory that the witch trials of Early Modern Christendom were an attempt to extinguish a surviving pre-Christian, pagan religion devoted to a Horned God.",1
1714,a1714,b1714,"Although later academically discredited, the theory gained widespread attention and proved a significant influence on the emerging new religious movement of Wicca.",From 1921 to 1931 Murray undertook excavations of prehistoric sites on Malta and Menorca and developed her interest in folkloristics.,1
1715,a1715,b1715,"Awarded an honorary doctorate in 1927, she was appointed Assistant Professor in 1928 and retired from UCL in 1935.",That year she visited Palestine to aid Petrie's excavation of Tall al-Ajjul and in 1937 she led a small excavation at Petra in Jordan.,1
1716,a1716,b1716,"Taking on the presidency of the Folklore Society in later life, she lectured at such institutions as the University of Cambridge and City Literary Institute, and continued to publish in an independent capacity until her death.Murray's work in Egyptology and archaeology was widely acclaimed and earned her the moniker of ""The Grand Old Woman of Egyptology"", although after her death many of her contributions to the field were overshadowed by those of Petrie.","Conversely, Murray's work in folkloristics and the history of witchcraft has been academically discredited and her methods in these areas heavily criticised.",1
1717,a1717,b1717,"The influence of her witch-cult theory in both religion and literature has been examined by various scholars, and she herself has been dubbed the ""Grandmother of Wicca"".Margaret Murray was born on 13 July 1863 in Calcutta, Bengal Presidency, then a major military city in British India.","His wife, Margaret (née Carr), had moved to India from Britain in 1857 to work as a missionary, preaching Christianity and educating Indian women.",1
1718,a1718,b1718,"She continued with this work after marrying James and giving birth to her two daughters.In 1870, Margaret and her sister Mary were sent to Britain, there moving in with their uncle John, a vicar, and his wife Harriet at their home in Lambourn, Berkshire.","Although John provided them with a strongly Christian education and a belief in the inferiority of women, both of which she would reject, he awakened Murray's interest in archaeology through taking her to see local monuments.Encouraged by her mother and sister, Murray decided to enroll at the newly opened department of Egyptology at University College London (UCL) in Bloomsbury, Central London.",1
1719,a1719,b1719,"Having been founded by an endowment from Amelia Blanford Edwards, one of the co-founders of the Egypt Exploration Fund (EEF), the department was run by the pioneering early archaeologist Sir William Flinders Petrie, and based in the Edwards Library of UCL's South Cloisters.Murray soon got to know Petrie, becoming his copyist and illustrator and producing the drawings for the published report on his excavations at Qift, Koptos.At this point, Murray had no experience in field archaeology, and so during the 1902–03 field season, she travelled to Egypt to join Petrie's excavations at Abydos.","Petrie and his wife, Hilda Petrie, had been excavating at the site since 1899, having taken over the archaeological investigation from French Coptic scholar Émile Amélineau.",1
1720,a1720,b1720,"Murray at first joined as site nurse, but was subsequently taught how to excavate by Petrie and given a senior position.","This led to some issues with some of the male excavators, who disliked the idea of taking orders from a woman.",1
1721,a1721,b1721,"This experience, coupled with discussions with other female excavators (some of whom were active in the feminist movement) led Murray to adopt openly feminist viewpoints.During the 1903–04 field season, Murray returned to Egypt, and at Petrie's instruction began her investigations at the Saqqara cemetery near to Cairo, which dated from the period of the Old Kingdom.","Murray did not have legal permission to excavate the site, and instead spent her time transcribing the inscriptions from ten of the tombs that had been excavated during the 1860s by Auguste Mariette.On returning to London, Murray took an active role in the feminist movement, volunteering and financially donating to the cause and taking part in feminist demonstrations, protests, and marches.",1
1722,a1722,b1722,"Joining the Women's Social and Political Union, she was present at large marches like the Mud March of 1907 and the Women's Coronation Procession of June 1911.","She concealed the militancy of her actions in order to retain the image of respectability within academia.Various museums around the United Kingdom invited Murray to advise them on their Egyptological collections, resulting in her cataloguing the Egyptian artefacts owned by the Dublin National Museum, the National Museum of Antiquities in Edinburgh, and the Society of Antiquaries of Scotland, being elected a Fellow of the latter in thanks.Murray was dedicated to public education, hoping to infuse Egyptomania with solid scholarship about Ancient Egypt, and to this end authored a series of books aimed at a general audience.",1
